Hard_Word,Frequency
জিলাবির,2
রাবরী,2
মেহেদী,2
ভিক্টিম,2
থাই,2
পায়া,2
হাতমারে,2
পণ্,2
দরদ,2
কাস্টম,2
ক্লান্তিলগ্ন,2
কয়টিতে,2
শৃঙ্খলাবাহিনী,2
পাউয়া,2
হাইরে,2
রিফাত,2
সাময়িকভাবে,2
উপস্থাপনের,2
খাইতাছি,2
নয়ের,2
চলেনা,2
আপুটা,2
অপব্যবহার,2
গনতন্ত্র,2
ওখানেও,2
টেক্স,2
জনসংখ্যা,2
102,2
হইছিল,2
গুষ্টির,2
নেশাগ্রস্ত,2
ভোক্তা,2
দেখিয়েছেন,2
একাত্তরে,2
পড়তেছে,2
আয়োজক,2
দোস,2
এরাইভাল,2
সমরাট,2
অপরিচিত,2
বড়দের,2
শিক্ষাটা,2
খোজা,2
অমিতের,2
কমিটির,2
ইতালির,2
ইতালিয়ানো,2
নাপুলিতানো,2
জংগি,2
আপেরেই,2
পুশ,2
প্রকারের,2
প্রত্যেকদিন,2
78,2
জিবনকে,2
হারানোর,2
সানগ্লাস,2
তিন্নি,2
জয়েন্ট,2
বিয়েতে,2
৮৭৫,2
মাসি,2
মাধবে,2
শুক্লপক্ষস্য,2
দ্বাদশ্যাং,2
চাপের,2
চুন্নু,2
থাইকা,2
মোদের,2
আগা,2
কোকামে,2
পিজা,2
বিদ্যাপিটে,2
পুরাচ্ছেন,2
টার্কি,2
ডাকার,2
বোরহানিও,2
টিকিয়া,2
জ্বি,2
পোষাকধারীরা,2
সর্বউচ্ছ,2
হাফেয,2
জানতামনা,2
ঝুলিয়ে,2
বাহুল্য,2
উচ্চশিক্ষা,2
নির্দোষ,2
ভিন্নতা,2
সবারি,2
খাটো,2
টেনশন,2
লেমন,2
গার্ল,2
চোলে,2
শ্রেষ্ট,2
বাহিনীতে,2
শব্দটি,2
দিয়েছিলেন,2
ডিসেম্বার,2
শীতকাল,2
সুবিধাবন্চিত,2
চাপটি,2
মরবো,2
তলে,2
ঘামায়,2
আসতো,2
পাহারাও,2
আহবান,2
কিনি,2
হাটার,2
অনুপ্রেরণা,2
শুওর,2
ভাবলাম,2
রিপ্লে,2
বিমানের,2
কোত্থেকে,2
সুমনকে,2
হাড়ে,2
শেখহাসিনা,2
কুত্তাগুলারে,2
এতটাকা,2
গন্টা,2
ফূর্তি,2
আওয়ামেলিগ,2
আল্লারে,2
চয়েস,2
জলখাবার,2
বিচ্ছিরি,2
কাহিনি,2
শিক্ষক,2
ডেজার্ট,2
গাঁজাখুরি,2
সাউয়া,2
দে‌শে,2
শহরটা,2
খেয়েও,2
বালটা,2
আবাসিক,2
হারিয়েছে,2
বন্যার,2
ছাত্রসমাজ,2
ভরেনা,2
হততো,2
কচু,2
হক্ব,2
মটু,2
দিসি,2
ডিমটিভেট,2
48,2
র‍্যাপার,2
পোলাগোরে,2
এইসকল,2
কর্তব্য,2
উচ্চারণের,2
অসুবিধা,2
পার্টি,2
নামসে,2
করেণনা,2
অপছন্দ,2
গাঙ্গলিকে,2
ওইখান,2
ভরত,2
ঘুষে,2
ক্রেডিট,2
ততটাই,2
অদখ্য,2
প্রোজেক্ট,2
প্রফেশনালিটি,2
রুপির,2
অর,2
4500,2
বিরোধি,2
​যারা,2
কারাফ,2
বিস্ময়,2
গায়ক,2
খাউ,2
হাম্বা,2
এনি,2
লালবাগে,2
থাকাটা,2
হাউসটা,2
গড,2
বলচ,2
লাফাইয়া,2
সংশোধন,2
সাপোর্টের,2
টেলেন্টের,2
টর্চার,2
ধর্মান্ধ,2
ওপারের,2
ছয়,2
মারিতে,2
বলতেও,2
নাইমা,2
যেমনই,2
উষ্টা,2
ছড়াবেন,2
কচকচানি,2
বেরেয়ে,2
গেরাপতার,2
জাহান্নামী,2
অনেকদূর,2
সট,2
জায়গাটা,2
ছাড়ার,2
পড়ছি,2
হোলেও,2
বিন,2
চিনতাই,2
গাজাও,2
দাপ,2
তোহ,2
করাটাই,2
উদ্দেশ্যে,2
ডিসকাউন্ট,2
চিল্লাচিল্লি,2
য়ায়,2
ফাাসি,2
অ্যাপস,2
ইন্ডায়ার,2
খুললাম,2
ডারজেলিং,2
ছারেনা,2
বাপকেও,2
ব্যাকাপ,2
চাইলো,2
বালিগঞ্জ,2
লুঠ,2
খাসলত,2
অবধি,2
কুথায়,2
জন্মাতেন,2
আড়াল,2
কিডনি,2
ছাগু,2
শাড়ি,2
মমতা,2
মোদিদের,2
বেপর্দা,2
চেনাল,2
গুছানো,2
দন্যবাদ,2
সাধুবাদ,2
তান্ডব,2
বর্ষিত,2
খমা,2
বড়লোক,2
পসু,2
বিপত,2
দড়তে,2
কণ্ঠ,2
ঠকবেন,2
বলতেছে,2
টাংগাইলে,2
যেখানের,2
কনফিউজ,2
বাঙালীদের,2
বাংলাদেশিদের,2
ভূমির,2
ভাইয়্,2
প্রাইজটাও,2
ৱানা,2
চত্তরে,2
সম্মত,2
ছাডা,2
সৌরভদা,2
বলতাছে,2
হাওয়াইলা,2
সিরিজই,2
চ্যানেলই,2
6000,2
নিকন,2
ভদ্রমহিলা,2
সৌরভদার,2
পিসতুতো,2
স্টাম,2
টেলিফোন,2
তালা,2
আহহ,2
কেনন,2
পনের,2
তালে,2
চালাইতে,2
অতীতে,2
সম্ভব৷,2
ফুটানি,2
বিশ্ববিদ্যালয়ে,2
পরিবেশনার,2
স্টেডিয়ামের,2
পিবিএই,2
বাঁচি,2
ইন্টারনেটে,2
ডুববে,2
বলেছিল,2
সমর্থন,2
ইয়াবাখোর,2
চুদনারা,2
ফ্রেমে,2
পুজার,2
স্টারে,2
খাওয়াবে,2
টেস্টওয়াইজ,2
অসাম,2
লেকের,2
অত্যাচারী,2
ঘণিষ্টজন,2
বাটিতে,2
টংগি,2
ছাংগু,2
বসেছি,2
বিনিময়ে,2
তারাকি,2
দেরীতে,2
আমরাই,2
দ্বিতীয়,2
আয়নাতে,2
ব্যাটা,2
জঙ্গল,2
এপোলো,2
ক্যান্টিন,2
মণে,2
পেকে,2
সারাদিনই,2
নাই.,2
ভুক্তভুগি,2
24,2
কালক্ষেপন,2
রান,2
মতিঝিল,2
শুনতেও,2
আপরাধের,2
ডুব,2
খিদায়,2
নামও,2
ভ্যারি,2
রাবি,2
চিটাং,2
তিনশত,2
✌️,2
ফুলকপি,2
হর্ন,2
সত্যে,2
চক্রান্ত,2
নামবে,2
অমান্য,2
খুঁজলে,2
হ্যাপি,2
একবারেই,2
দাড়াবে,2
জানুয়ারের,2
এরপরেও,2
কাউন্টার,2
খুপ,2
সারাটা,2
বদমাইশির,2
কোলেস্টেরল,2
স্লামালেকুম,2
লইতো,2
বউদের,2
আরত,2
লড়ে,2
অবান্তর,2
ধরেই,2
হার্টে,2
এখনতো,2
জ্ঞ্যানের,2
বাধাইয়েন,2
যোগ্যতার,2
পেংকা,2
চত্বর,2
ভদ্রা,2
মুদি,2
দেখিয়েছে,2
বক্তৃতাকে,2
লেন্সটা,2
খঁান,2
পূর্বাভাষ,2
ধোঁকাবাজি,2
পাড়ায়,2
মায়েরে,2
পৌরপার্ক,2
প্রেসিডেন্টের,2
গোজ,2
সাঝ,2
পতিষ্টান,2
বারের,2
রক্ষাকার,2
লুম,2
পতিষ্টানে,2
সাপের,2
তোমরাই,2
কেটারিং,2
শব্দটিতে,2
চলুক,2
ভালোবাসেন,2
সরকারও,2
মীরজাফরদের,2
দুর্যোগের,2
ভিউয়ারদের,2
ঘনঘটা,2
সেহেতু,2
পুটি,2
সেদিনই,2
বসতেন,2
বিষয়টার,2
ছাড়িয়ে,2
অনস্ক্রিনে,2
গুতা,2
171,2
পারতেছিনা,2
ভিডিওটাতে,2
মসলার,2
তমার,2
খাইসি,2
মেন্যু,2
ভতা,2
কোরানের,2
ডেভেলপার,2
গ্যান,2
মাংসটা,2
পুলিশগুলারে,2
মাউরার,2
লজ্জাবতি,2
অঙ্গ,2
ঝালমুড়ি,2
মানটা,2
গঠনমূলক,2
গাইবেন,2
রিভিউয়ের,2
চাষাদের,2
শুনবেন,2
অইদিকে,2
সুক্তো,2
সড়ক,2
মাঝামাঝি,2
পড়াটা,2
অবুঝ,2
চেনেলটি,2
ব্যক্তিকে,2
পারেনাই,2
অপরিসীম,2
নারীকে,2
হার্ট,2
গোলাগুলি,2
সারাজীবনের,2
ক্ষেত্রেই,2
যদিকউ,2
পাহাড়,2
হাডুডু,2
কোথায়গেল,2
মনেপড়ে,2
কীপ,2
সেনাবাহিনী,2
ছড়ানো,2
হড়ে,2
ওভেনে,2
কারুন,2
বড়ই,2
তাপমাত্রা,2
কিনিনাই,2
ধারানোর,2
জম,2
জার্সিটা,2
অতিবৃষ্টি,2
হেপাজত,2
পাচ্ছেনা,2
পার্স,2
সারাক্ষণ,2
কিনেন,2
উলটো,2
স্যূপ,2
সালি,2
চকোরিয়া,2
বিতা,2
হোস্টের,2
বিডি,2
বাবির,2
অনন্ত,2
চাঁদটা,2
দেখাইলা,2
বোকার,2
পোকায়,2
বোকাই,2
বারোমাস,2
মহেশখালী,2
গঠনা,2
কিন্ত্য,2
গার্লফ্রেন্ড,2
তাহমিদ,2
খাতির,2
ইব্রাহিম,2
৫০০০,2
প্যাকেটের,2
গাইল,2
দরনের,2
নেহারী,2
গুল,2
তমাল,2
সভাইকে,2
ফরজ,2
দোসাও,2
উন্নয়ন,2
2002,2
হিংসুখ,2
ছুলে,2
হৃদয়ের,2
সাহায্যের,2
অনান্য,2
নিরজাতিত,2
তাকালেই,2
মুক্তিযুদ্ধের,2
ফাঁকিবাজ,2
খানকিরপুতেরে,2
ওয়েদার,2
চিত্তদার,2
কুষ্টিয়ার,2
অারও,2
ইশারায়,2
গুড়া,2
তাসকিন,2
দামও,2
ক্লিন,2
উপাদান,2
মেয়েগুলার,2
উপস্থাপনায়,2
মালিন্দো,2
নডির,2
এন্ট্রির,2
ইউস,2
মাঝখান,2
ধান্ধাবাজি,2
তারোই,2
দেখিয়া,2
ভাষাও,2
ডালনার,2
কেহ,2
শেয়ারিং,2
খুজছে,2
যোমুনা,2
বাইলে,2
অন্যরা,2
প্রসঙ্গে,2
গার্লস,2
রেপিং,2
49,2
আসামী,2
পর্যবেক্ষণ,2
কোরআানে,2
ঘামাতে,2
ঝুকে,2
টাকাতো,2
কোরআনে,2
মেট্রোরেল,2
পতাকা,2
সমস্যায়,2
পয়সার,2
উড়িয়ে,2
৪১,2
নির্বিশেষে,2
চলবো,2
থ্যাংক,2
কিকরে,2
লীলাখেলা,2
ঝগন্য,2
মুরোদ,2
বিক্রিত,2
ধরনার,2
ক্যারিয়ার,2
বিজয়ী,2
ডাক্তারকে,2
ভালোয়,2
খারার,2
ডিপার্টমেন্টের,2
অপূর্ন,2
লাগতেসে,2
মেকাপ,2
খাচ্ছিস,2
মতামত,2
পাসপোর্টের,2
পর্বগুলো,2
স্বভাবিক,2
৩১,2
জিকসন,2
ট্রান্স,2
পেইজ,2
কেস,2
কালী,2
খাওয়ারের,2
আমিনিয়া,2
রিচ,2
মাঠ,2
পত্র,2
কইতাম,2
জিনিসের,2
গুহায়,2
কাজকর,2
০৪,2
মিক্সড,2
উল্টায়,2
সেতুতে,2
এমেরিকায়,2
কেয়ামত,2
জুয়ার,2
পাটানু,2
কিছুইতো,2
রেন্দিয়ান,2
❤️,2
উপরই,2
দেশপ্রেম,2
সর্গের,2
কাচিচ,2
আয়ু,2
পল,2
বিতর্কিত,2
বাদি,2
ভিখারি,2
অনাহারে,2
জাইত,2
আবেদিন,2
গায়ে,2
দেচ্ছে,2
মর্নিং,2
জুতামেরে,2
কোলকাতাতে,2
বসছে,2
গোপাল,2
ধারাবাহিক,2
ট্রাভেলিং,2
আপ্নারাও,2
দাকবেন,2
জুতাপিটা,2
বিআরটিএ,2
এগারোটাই,2
মাদারচোদেরা,2
নাগালে,2
হসিনা,2
দৌলতে,2
ওয়াকে,2
১০০%,2
চাটবোই,2
রিট,2
স্ত্রীকে,2
ফিউসন,2
সুজা,2
কূলিশ,2
আচুদা,2
কামাইছে,2
কুরবানীর,2
হেদা,2
মদনের,2
ইনাদের,2
জনপ্রিয়তা,2
পায়ার,2
শিহরিত,2
ফিনিস,2
ভুমিকম্প,2
জোয়া,2
খাংকিরা,2
পালানোও,2
কিন্ততু,2
উদ্যাগ,2
সোপকে,2
হার্টের,2
হাতিরঝিলে,2
বদ,2
মালিককে,2
ডেসার্ট,2
গার্ডিয়ান,2
ছাএলিগ,2
মুছে,2
দেসের,2
জানাছি,2
ভোটের,2
স্পস্ট,2
জালেম,2
সেয়ার,2
নষ্টের,2
ক্যামের,2
ভাগে,2
প্রতিসঠা,2
কাপাবো,2
বাজেটে,2
ভাংগাদেশের,2
কঠরতা,2
দিনগুলো,2
বুদ্ধিমত্তার,2
ব্যারাশ,2
ধারণাই,2
চোদেরে,2
সম্বন্ধ,2
লিখিত,2
ভাগই,2
কথাবার্তাও,2
ভয়াবহ,2
খিলগাঁও,2
আলোচনায়ও,2
নাম্বারি,2
ইঙ্গিত,2
সহানুভূতির,2
পরিষদ,2
শ্যামলি,2
ছাত্রকল্যান,2
সম্বভ,2
অসাস্থ,2
লিপিড,2
পেলছে,2
করচি,2
নির্ধারণ,2
দারাবে,2
অহবান,2
ভই,2
খুনী,2
অথর্ব,2
শেখার,2
হামলায়,2
কমনা,2
ভক্তি,2
পোলাগো,2
মহাপুরুষ,2
নাসিগোরেং,2
ভাংগালী,2
শেকলে,2
জেনেছি,2
ইরানে,2
দোকানে,2
মিলাদ,2
হামলার,2
জীবনত,2
তুহিন,2
ফ্লাগশিপ,2
কোনোএক,2
ওয়াজ,2
পুজোতে,2
শপিং,2
একারনেই,2
কষ্টটা,2
রচনা,2
কোনকোন,2
ফিচকা,2
রমনীগণ,2
মর্মাহত,2
মিড,2
ছ,2
আধিপত্যবাদ,2
৯৫,2
নন্দিত,2
কেনছার,2
সুরু,2
দেড়,2
বিছ্রি,2
ইচ্ছাটাই,2
সমর,2
লোকটির,2
বেগুনি,2
বৈদিক,2
জেলায়,2
সুগন্ধা,2
বাতাসিয়া,2
বড়ায়,2
অতিরক্ত,2
মেমোরিয়াল,2
বৌদ্ধ,2
বীচ,2
মনুমেন্ট,2
বেঙ্গল,2
একধরনের,2
মগেরমুলুক,2
তাবীব,2
রুচির,2
ঘোর,2
ওপরে,2
ক্ষমতাবান,2
বিসিবিতে,2
মৌচাক,2
চক্ষে,2
কেলেঙ্কারির,2
রেস্টুরেন্টকে,2
শত্রুতা,2
খাতিয়ে,2
লাদেশে,2
করম,2
অপ্রিয়,2
পকেটের,2
অবহেলা,2
সুপারমার্কেট,2
ঐখান,2
গানজা,2
পারবেও,2
84,2
ওইভাবে,2
ড্রিম,2
সাই,2
এসাই,2
এনকি,2
কনেসটেবল,2
চাকা,2
ভিজিডিং,2
বিকাশ,2
নম্বরে,2
এগিলা,2
ইশ,2
শিক্ষারে,2
বেরিয়ে,2
অকল্যাণ,2
জায়না,2
সাতশ,2
প্রচারণা,2
এইজন্য,2
ব্যপার,2
প্রামান,2
স্পাই,2
২০১৬,2
খায়িয়ে,2
গেপ্তোর,2
চিদে,2
আজিব,2
মহিলাকে,2
হাইজেনিক,2
অাসুক,2
সেনাদের,2
ব্রেন্চ,2
চুদায়,2
স্বরাষ্ট্রমন্ত্রী,2
রো,2
লেন্সের,2
আপোষহীন,2
খেলোয়াড়টাকে,2
লঘু,2
দন্ড,2
ইনশাঅাল্লাহ,2
ব্যয়,2
বোকাচোদার,2
ক্যানন,2
চোদানো,2
ময়দা,2
সাথের,2
কাপলের,2
ফটক,2
করতা,2
নতুনত্ব,2
ওজানে,2
বৎসর,2
শ্রেফ,2
অনুমান,2
বিষয়ক,2
কতোটুকু,2
গ্যারেজ,2
সন্তাঁশিরে,2
কিট,2
কিপটা,2
বাচ্চাটাকে,2
দাঁড়ায়,2
হাফেজে,2
আর্মি,2
এপানি,2
হচেচ,2
স্বাদটা,2
ফিলিংস,2
বোঝাই,2
বিস্ব,2
পুনরুত্থান,2
অনিয়ন্ত্রিত,2
পাতের,2
লেটেস্ট,2
উইন্সের,2
৫৫,2
মিথ্যুক,2
আলাউদ্দিন,2
ব্লার,2
ঔরসজাত,2
মহৎপ্রাণ,2
বর্গগণকে,2
দ্বীনের,2
সংশ্লিষ্ট,2
কোনদিকে,2
খাবা,2
বেরিয়েছে,2
ট্রান্সপোর্ট,2
যেমনি,2
একজনেরই,2
জাতীয়তা,2
কড়া,2
মেয়েদের,2
বীজ,2
সাধন,2
গড়তে,2
বাচান,2
তুলুন,2
লোক,2
কিনবেনও,2
চিরকাল,2
চমচম,2
ইহার,2
গনের,2
গরিবদের,2
আবালচোদা,2
ধর্ষককে,2
শিরচ্ছেদ,2
ফন্দি,2
বানালেন,2
পলারা,2
মুখো,2
মারকেট,2
প্রশাসক,2
বিশ্স,2
কোরাআনের,2
অদছ,2
খাইতেই,2
০০,2
গেয়েছে,2
সত্রু,2
বিনোদন,2
তোরপাড়,2
উঠত,2
দাদাগিরি,2
বিভেক,2
কৈ,2
অংকার,2
সময়োপযোগী,2
সারার,2
পচ্ছন্দের,2
ঢেঁকুর,2
কনটেন্ট,2
পহেলা,2
দেশটাক,2
চেয়ারম্যান,2
হত্যাকান্ডের,2
ঘাদ্ধার,2
কুলাংগাদের,2
উনারে,2
বাসাবাড়ি,2
পাজ্ঞাস,2
ঝোলা,2
মুহূর্তে,2
ওয়াইফ,2
দিছিল,2
খুইলা,2
রিসিভ,2
খাওয়াবো,2
খেলোয়াড়ের,2
ফারুখ,2
জানতেই,2
যাকরার,2
মাসতুত,2
লুকস,2
এয়েচেন,2
নেইম,2
ফেইম,2
স্ট্যান্ডবাজীর,2
জিবিতো,2
খাড়া,2
দেয়নি,2
এক্কেবারে,2
এইগুলাতে,2
ধরেছে,2
সময়এ্যম্বাসীতে,2
দেশটার,2
জমপেশ,2
গানটি,2
মানূষের,2
বোকামী,2
ভুটকি,2
নিচ্ছি,2
হ্যাটস,2
রুবেলের,2
লান্চ,2
কুলাঙ্গারদের,2
ফুডার,2
উদঘাটন,2
কালকে,2
বৃদ্ধি,2
ট্রান্জিট,2
মৃত্যুদন্ড,2
বাটুন,2
ত্রকটু,2
ফেব্রয়ারীতে,2
সহানূভতি,2
বনধূ,2
মাশাআল্লাহ্,2
বস্তায়,2
সবদিক,2
সত্যজিৎ,2
মুম্বাইকে,2
সিধাসাদা,2
সিংহের,2
চাইব,2
অধিকারী,2
হয়রানি,2
বাক,2
দারাল,2
চাইছেন,2
তের,2
কিনবে,2
জোমোনা,2
দানকর,2
টিবি,2
আনাড়ি,2
প্রাইজটা,2
ভোক্তভূগী,2
বেসিক,2
প্রোফাইল,2
দাদুর,2
ঘুটাইয়া,2
আবিষ্কার,2
ফোটোকপি,2
অপু,2
পাইল,2
রায়,2
কোথার,2
রেসপন্সিবিলিটি,2
ফানা,2
এলার্জি,2
ডোনা,2
মরেই,2
গাঙ্গুলীর,2
বাইকারদের,2
দিনগুলি,2
নস্টালজিক,2
মেসে,2
আত্মীয়,2
আইফেন,2
ভুগবে,2
উদাহরনও,2
স্বয়ং,2
ভাবিওনা,2
আথবা,2
পূরনের,2
সন্ধ্যায়,2
পরটা,2
তেহেরি,2
কেউবা,2
অতিশুন্য,2
বাঙালিকে,2
যাত্রায়,2
উদ্দার,2
গাড়িটা,2
রিপোর্টটা,2
সৃষ্টিকর্তার,2
শিখেন,2
রাঘববোয়াল,2
ঘুরছে,2
শাশুড়ী,2
অন্তস্তল,2
লঞ্চঘাট,2
নরপসুদের,2
আননরের,2
ক্লোজআপ,2
নূরুল,2
কম্পলেইন,2
আল্লায়,2
আরবে,2
উত্থানের,2
এড়,2
কতক্ষন,2
ইরানীয়দের,2
খেয়েছেন,2
নিরপেক্ষতা,2
র্যাগিংয়ের,2
ভাইয়ারা,2
দামরা,2
আপুরা,2
হালারাই,2
পাঁঠা,2
পাড়ে,2
অনিশ্চিত,2
ডাকলে,2
বেদনা,2
কাতল,2
এড়িয়ে,2
বেইমানি,2
তরল,2
ড্রেসের,2
অ্যারেস্ট,2
ইনডিয়ার,2
ছোঁয়া,2
চারে,2
হো,2
হোত,2
প্রবাস,2
সংবাদিক,2
পারসোনালিটি,2
মঝে,2
সারটিফিকে,2
ইলুমিনাতির,2
সরা,2
কারসাজি,2
গভীর,2
মারায়,2
নামগুলো,2
বন্দর,2
সম্পন্ন,2
ফেনড,2
নির্বাচনের,2
বুফের,2
বিমুখ,2
টম,2
বাদশা,2
বিচিচর,2
ভালোমানের,2
শয়তানের,2
এতুটুক,2
ভুক্তভোগী,2
তুরস্কের,2
টানলে,2
ব্যস্ততা,2
অনাবৃষ্টি,2
তারাতো,2
এইপ্রথম,2
ইলাহ,2
বেন্চি,2
বোরিং,2
প্রোতি,2
সন্তাসি,2
বাজিতপুরে,2
রান্নাবান্না,2
জগিতায়,2
ত্রিশ,2
মাঠের,2
জরিতো,2
দূর্বল,2
টলার,2
তাদেরকেই,2
হুমকির,2
প্রোফাইলের,2
নিজদের,2
জন্যেই,2
দরুণ,2
নিই,2
কইরো,2
পাশিচাই,2
ফালা,2
120টা,2
আউল,2
ফালি,2
জাজের,2
গের,2
ওয়াজিদ,2
জানোছ,2
পর্যন্তই,2
আধিপত্য,2
জাগে,2
কলাবাগান,2
পাইবো,2
পইন্নি,2
হটাও,2
পেয়াজের,2
শপকে,2
বিদায়,2
গাজার,2
তাহেরি,2
জানিয়ে,2
রিপোর্টারের,2
পাচঁ,2
ধরানো,2
পক্ষপাতিত্ব,2
মিনা,2
ফেলো,2
স্ট্যান্ডে,1
চ্যালেঞ্জে,1
প্লেইন,1
পাওয়াও,1
খে‌তে,1
27000,1
এক্সপার্ট,1
উবার,1
জয়ী,1
ভজ,1
এংেলি,1
তোদেও,1
করেচি,1
৪০০,1
বানিজ্যিক,1
জর্দা,1
দেখাইছে,1
ফিরআউন,1
পাশা,1
চুলের,1
পাপইন্যা,1
ইসলামের.,1
বেদ,1
একাডেমী,1
বিপি,1
ঝা‌লে,1
সুক্রিয়া,1
পরলি,1
শিল্পকলা,1
সুত্রে,1
তোদেরকেও,1
একথা,1
ডিপজল,1
ইস্টবেঙ্গলিয়ান,1
মেহনতি,1
সিরা,1
বিপথগামী,1
মাসুদরানার,1
কাংলাদেশে,1
শিখবো,1
টিসু,1
নিলা,1
শেস্টো,1
করাবে,1
সন্দান,1
পূর্বপরিচিত,1
শোকরিয়া,1
আ’লামিন,1
দি‌লেন,1
ক্ষেপে,1
কক্ষেই,1
প্রতিরাতে,1
পার্টেই,1
তির্যক,1
তোলার,1
লাগাবে,1
মেয়েদেরকেও,1
নকে,1
অতীতেও,1
নয়রে,1
জুলুমবাজ,1
দুঃখু,1
তরুণের,1
হামান,1
খাওয়াতাম,1
ফিরেছি,1
মুট,1
তিমিরে,1
তিমিরেই,1
অভিনয়ের,1
খপ,1
লইবেন,1
অনুদানে,1
পাইতাছে,1
অপব্যাবহারের,1
নিস্টুরদের,1
হরি,1
মীঠা,1
পেশন্ট,1
5000,1
19শত,1
ভেবানী,1
কিউ,1
দেশপ্রেমই,1
ঔষুধ,1
মুল্লোক,1
লাটি,1
তোলর,1
পাকড়াও,1
এইতার,1
কোনটা,1
তিতা,1
পালতে,1
অন্যভাবে,1
অঙ্গে,1
ঝামেলায়,1
খোরা,1
প্লাটিনাম,1
ভুর্তকি,1
গুগলে,1
সময়✌✌,1
নিইজ.,1
2011,1
আলুরদম,1
রোদ্রে,1
মাদারচোত,1
বিকেলেই,1
পালাও,1
খাশি,1
বড়োলোকের,1
ভলবেন,1
যোগান,1
বিশেষণ,1
বাংগালিকে,1
ফটোগ্রাফী,1
হচ্ছিলাম,1
শর্ষে,1
দেছনা,1
এরখম,1
নীরবে,1
ডগ্শহ,1
কলকারখানার,1
জমজ,1
প্রতিমাসে,1
লেখাপড়ার,1
পেলেচে,1
বসবো,1
অনেকসময়,1
সচল,1
দুনিয়াতেই,1
হাঁসালে,1
বৃষ্টিতে,1
দশজন,1
কোরছি,1
রোবট,1
কথায়☺,1
হওয়ারই,1
টুরিষ্ট,1
মজগ,1
ভিজে,1
জ্বললে,1
দায়িত্বে,1
মলম,1
শভজি,1
গায়ছে,1
চিত্তবাবুর,1
মোরেও,1
চিত্তের,1
ভাবী‌কে,1
হাথেজ,1
ট‌পিক,1
আস‌তেছ‌ে,1
ফুডকার্ট,1
বংবন্ধু,1
ভাভ,1
নেয়ও,1
জাগাইতে,1
এত্তবার,1
অাসবেন,1
বোম,1
মোস্তাং,1
হামলাকারীদের,1
অাহারের,1
দূরনিতি,1
ডালভাত,1
ঠাকুমার,1
এভা‌বে,1
কান্ট্রিতে,1
এদুটো,1
আবেগের,1
রব্বানী,1
সঠিত,1
চাপতি,1
প্যাঁতে,1
দাদীর,1
শ্বাস,1
সিফুড,1
শ্রমে,1
দেশীদের,1
বাইপাস,1
বিল্ডিং,1
প্রদর্শনপূর্বক,1
ডেইলী,1
ব্রেঞ্চে,1
বানচপ,1
কমেন্টকারী,1
এক্সপ্রেসন,1
মাধুর্যতায়,1
নিয়মে,1
তারকা,1
সেটাএকটু,1
44276,1
কতখানি,1
তোদেওনা,1
গোয়ার,1
ভাবে.হিন্দুরাই,1
লাথ,1
ফাহমির,1
যুদ্ধ্যের,1
উগ্রবাদী,1
ঢাকাকে,1
করে.,1
ভিসাই,1
জাতি_হতাস,1
ঽয়,1
থামা,1
কমেন্টটি,1
ট্যুুর,1
ভুক্তভোগীদের,1
সিরাজগঞ্জ,1
তালগাছি,1
ক্রেতা,1
সমাদৃত,1
হাঁড়ি,1
শোনেনই,1
মাসাআললাহ,1
পরিস্কারও,1
অারবে,1
অপরের,1
চাননি,1
সূক্ষ্মতি,1
সূক্ষ্ম,1
তথ্যগুলো,1
করচেন,1
জুমঘর,1
পিন,1
আওয়ামীলিগ,1
মদপান,1
কুদরতি,1
সহযোগে,1
ঘামে,1
ফুঁটায়,1
যেগুলির,1
কুষ্টিয়ান,1
রাস্টপতি,1
হাসিটাতো,1
মজায়,1
বাচন,1
বাজেয়াপ্ত,1
নাকা,1
দূর্নীতিবাজদের,1
টু্রিস্ট,1
দেকত,1
প্রক্রিয়াটি,1
দেভি,1
উপত্যকা,1
কিন্তুখুব,1
বিন্নী,1
অনাকাক্ষিত,1
বরাক,1
গজ্ন,1
পল্লীতে,1
অবস্থাতো,1
ন্যায়ের,1
শিলচরে,1
উস্তাদ,1
মোজাহিদের,1
বিরেন,1
নিমত্রন,1
জিতুন,1
সুভ,1
এগুলইতো,1
ভূলেন,1
গন্ধটা,1
বেসসা,1
এক্টূ,1
শুন্তে,1
বাংলাভাষাতে,1
পিঠান,1
আললাহ্,1
আইয়ের,1
বিজয়ীকে,1
ডাঙ্কড,1
সাবস্ক্রাইফ,1
ফিটেও,1
লিখুন,1
কাছথেকে,1
দূর্বলতা,1
এথন,1
পড়িতে,1
থাকোসেটা,1
ফুত,1
চেয়,1
শেইনিতি,1
বৃহষ্পতিবার,1
দুপরে,1
পরবো,1
ঠোট,1
কমপ্লিমেন্ট,1
গাঙ্গুলির,1
দাউদকান্দি,1
রোডে,1
সম্পৃক্ত,1
ব্যক্তিকেও,1
ঘুরতাছে,1
সবাইকেও,1
ইতি,1
তাকেআমি,1
করাইয়ে,1
নীলগিরি,1
–,1
ম্যাডামের,1
গুন্ডাদের,1
জ্বলার,1
পুড়াইয়া,1
খেলুন,1
ফেস,1
নাড়াচ্ছে,1
প্রসাশনের,1
তার্,1
উকালতি,1
বনজকুমার,1
টেরই,1
আসছিল,1
মন্ত্রণালয়,1
ফ্যাতা,1
প্রতারকে,1
মুক্তির,1
দিনগুলোতেও,1
+(নোংরা).,1
ঘটছেও,1
স্বাস্থ্যসম্মত,1
লেটার,1
